NOMREG;NOMDEP;DATEAPPELLATION;FERME;ANNREOUV;ANNEXE;nom_du_musee;ADR;CP;VILLE;SITWEB;latitude;longitude
LORRAINE;MOSELLE;01/02/2003;NON;;;Musée de la Mine - Carreau Wendel;Parc Explor Wendel;57540;PETITE-ROSSELLE;www.musee-les-mineurs.fr;49.21292;6.872911
LORRAINE;MOSELLE;01/02/2003;NON;;;Musée Militaire et Erckmann-Chatrian;"Hôtel de Ville
Place d’Armes";57370;PHALSBOURG;www.phalsbourg.fr/La_culture__les_loisirs/Le_Musee;48.767;7.258837
LORRAINE;MOSELLE;01/02/2003;NON;juin-03;;Musée du Pays de Sarrebourg;Rue de la Paix;57400;SARREBOURG;www.ville-sarrebourg.fr/Culture/Musee;48.734998;7.055235
LORRAINE;MOSELLE;01/02/2003;NON;;;Jardin d'Hiver, Musée de La Faïence;15-17, Rue Poincaré;57200;SARREGUEMINES;www.sarreguemines-museum.com;49.109069;7.070473
LORRAINE;MOSELLE;01/02/2003;NON;;;Moulin de la Blies - Musée des Techniques Faïencières;125, Avenue de la Blies;57200;SARREGUEMINES;www.sarreguemines-museum.com;49.1265;7.080124
LORRAINE;MOSELLE;01/02/2003;NON;05-oct-01;;La Tour aux Puces - Musée du Pays Thionvillois;"Cour du Château
B.P. 30352";57125;THIONVILLE Cedex;www.tourauxpuces.com;48.589574;6.50558
LORRAINE;MOSELLE;01/02/2003;NON;26-juin-03;;Musée Départemental Georges de la Tour;"Hôtel de la Monnaie
Rue Vignon";57630;VIC-SUR-SEILLE;www.cg57.fr/culture/1-8-delatour.asp;;
LORRAINE;VOSGES;01/02/2003;NON;2003;;Musée de l'Image;42 quai de Dogneville;88000;EPINAL;www.museedelimage.fr;48.183628;6.445992
LORRAINE;VOSGES;01/02/2003;NON;1992;;Musée Départemental d'Art Ancien et Contemporain;"1, Place Lagarde
B.P. 436";88011;EPINAL Cedex;Site du conseil général - www.vosges.fr;48.17326;6.446595
LORRAINE;VOSGES;26/05/2002;NON;;;Musée de la Lutherie;B.P. 189;88507;MIRECOURT CEDEX;www.musee-lutherie-mirecourt.fr;;
LORRAINE;VOSGES;01/02/2003;NON;;;Musée Louis Français;30, Avenue Louis Français;88370;PLOMBIERES-LES-BAINS;site de la ville;47.964095;6.458494
LORRAINE;VOSGES;11/08/2002;NON;;;Musée Charles de Bruyères;70, Rue Charles de Gaulle;88200;REMIREMONT;www.remiremont.fr/culture/musees.php;48.016142;6.593289
LORRAINE;VOSGES;11/08/2002;NON;2009;;Musée Charles Friry;12, Rue du Général Humbert;88200;REMIREMONT;www.remiremont.fr/culture/musees.php;48.015174;6.590031
LORRAINE;VOSGES;01/02/2003;NON;;;Musée Pierre Noël - Musée de la Vie dans les Hautes-Vosges;11, rue Saint-Charles;88100;SAINT-DIE-DES-VOSGES;Site de la ville - www.ville-saintdie.fr;48.288282;6.951464
MARTINIQUE;MARTINIQUE;01/02/2003;NON;18/10/2011;;Musée Départemental d'Archéologie Précolombienne et de Préhistoire de la Martinique;9, rue de la Liberté;97200;FORT-DE-FRANCE;www.cg972.fr/mdap;14.603311;-61.068677
MARTINIQUE;MARTINIQUE;01/02/2003;NON;;;Musée Régional d'Histoire et d'Ethnologie;10, Boulevard du Général de Gaulle;97200;FORT-DE-FRANCE - MARTINIQUE-;http://www.cr-martinique.fr/francais/institution/serv-region/musees/histoire_ethno.htm;14.606869;-61.06693
MARTINIQUE;MARTINIQUE;01/02/2003;OUI;Indéterminée;;Muséum d'Histoire Naturelle;B.P. 4030;97254;FORT-DE-FRANCE TERRE-SAINVILLE Cedex;;;
MARTINIQUE;MARTINIQUE;01/02/2003;NON;;;Musée de La Canne;Quartier Vatable;97229;LES TROIS ILETS;http://www.zananas-martinique.com/martinique-patrimoine/maison-de-la-canne.html;14.533769;-61.029966
MARTINIQUE;MARTINIQUE;01/02/2003;NON;;;Ecomusée de la Martinique;Anse Figuier;97211;RIVIERE-PILOTE;/www.cr-martinique.fr/francais/institution/serv-region/musees/ecomusee.htm;14.466475;-60.904035
MARTINIQUE;MARTINIQUE;01/02/2003;NON;;;Musée Volcanologique Franck Arnold Perret;Rue Victor Hugo;97250;SAINT-PIERRE;http://www.saintpierre-martinique.fr;14.744214;-61.176234
MIDI-PYRENEES;ARIEGE;01/02/2003;NON;;;Musée Départemental de l'Ariège;Rue du Rocher;9000;FOIX;www.sesta.fr ou www.ariege.com/chateaufoix/index.html;42.965919;1.605311
MIDI-PYRENEES;ARIEGE;01/02/2003;NON;;;Musée du Textile et du Peigne en Corne;65, Rue Jean Jaurès;9300;LAVELANET;www.paysdolmes.org - www.geocities.com/amtpc2000;42.929884;1.844322
MIDI-PYRENEES;ARIEGE;01/02/2003;NON;;;Musée de la Préhistoire;Place de l'Eglise;9290;LE MAS D'AZIL;www.grotte-masdazil.com;43.079919;1.36027
MIDI-PYRENEES;ARIEGE;01/02/2003;NON;;;Musée de la Forge;Route de Paris;9330;MONTGAILHARD;www.sesta.fr;42.940991;1.630394
MIDI-PYRENEES;ARIEGE;01/02/2003;NON;;;Musée d'Archéologie;32, Village;9300;MONTSEGUR;Site de la ville : www.citaenet.com/montsegur;42.870856;1.832753
MIDI-PYRENEES;ARIEGE;01/02/2003;OUI;10-avr-11;;Musée du Palais des Evêques;Route de Montjoie;9190;SAINT-LIZIER;Site du Service d'exploitation des sites touristiques de l'Ariège - www.sesta.fr ou www.grands-sites-ariege.fr;43.001426;1.144943
MIDI-PYRENEES;AVEYRON;01/02/2003;NON;;;Musée Régional de Géologie Pierre Vetter;Avenue Paul Ramadier;12300;DECAZEVILLE;www.decazeville.fr ou www.musees-midi-pyrenees.fr;44.555583;2.266179
MIDI-PYRENEES;AVEYRON;01/02/2003;NON;;;Musée des Mœurs et Coutumes, Musée du Rouergue;Place Frontin;12500;ESPALION;www.aveyron-culture.com;44.520844;2.760388
MIDI-PYRENEES;AVEYRON;01/02/2003;NON;;;Musée Joseph Vaylet;"Ancienne église St. Jean Baptiste
35, rue Droite";12500;ESPALION;www.tourisme-espalion.fr - http://www.museeduscaphandre.com;44.520788;2.762169
MIDI-PYRENEES;AVEYRON;01/02/2003;NON;;;Musée Municipal de Millau;"Hôtel de Pégayolles
Place du Maréchal Foch";12100;MILLAU;www.millauculture.fr ou www.ot-millau.fr;44.0978;3.080769
MIDI-PYRENEES;AVEYRON;01/02/2003;NON;;;Musée des Beaux-Arts Denys Puech;Place Georges Clemenceau;12000;RODEZ;http://musee-denys-puech.grand-rodez.com/;44.349215;2.57811
MIDI-PYRENEES;AVEYRON;01/02/2003;NON;13-juil-02;;Musée Fenaille;14, Place Eugène Raynaldy;12000;RODEZ;www.musee-fenaille.com ou www.grandrodez.com;44.349201;2.576408
MIDI-PYRENEES;AVEYRON;24/01/2006;OUI;mai-14;;Musée Soulages;"Communauté d'agglomération du Grand Rodez
1, Place Adrien-Rozier - B.P. 531";12005;RODEZ Cedex;www.grand-rodez.com ou http://musee-soulages.grand-rodez.com/;;
MIDI-PYRENEES;AVEYRON;01/02/2003;OUI;Indéterminée;;Musée Municipal d'archéologie;Rue Saint-Pierre;12250;ROQUEFORT-SUR-SOULZON;;43.975028;2.99165
MIDI-PYRENEES;AVEYRON;01/02/2003;NON;;;Musée des Arts et Métiers;;12330;SALLES-LA-SOURCE;www.musees-aveyron.fr;44.434095;2.487917
MIDI-PYRENEES;AVEYRON;01/02/2003;NON;;;Musée du Charroi Rural et de l'Artisanat Traditionnel;Ancienne Eglise Saint-Firmin;12120;SALMIECH;www.musee-charroi-rural-salmiech.fr;;
MIDI-PYRENEES;AVEYRON;01/02/2003;NON;;;Musée Municipal Urbain Cabrol;Place de la Fontaine;12200;VILLEFRANCHE-DE-ROUERGUE;www.villefranchederouergue.fr;44.351453;2.03681
MIDI-PYRENEES;GERS;01/02/2003;NON;;;Musée des Jacobins;4, Place Louis Blanc;32000;AUCH;www.musee-jacobins.auch.fr www.auch-tourisme.com ou site de la mairie;43.647171;0.587482
MIDI-PYRENEES;GERS;01/02/2003;NON;;;Musée de l'Armagnac;2, Rue Jules Ferry;32100;CONDOM;site du département : www.gers-gascogne.com;43.960712;0.372842
MIDI-PYRENEES;GERS;01/02/2003;NON;;;Musée Archéologique;Place de la République;32180;EAUZE;site du département : www.gers-gascogne.com ou site de la mairie;43.861183;0.101447
MIDI-PYRENEES;GERS;01/02/2003;NON;;;Musée Campanaire;Place de l'Hôtel de ville;32600;L'ISLE JOURDAIN;site du département : www.gers-gascogne.com;43.612994;1.081929
MIDI-PYRENEES;GERS;01/02/2003;NON;;;Musée d'Archéologie;"Place du Général de Gaulle
Hôtel de Ville";32700;LECTOURE;site du département : www.gers-gascogne.com;;
MIDI-PYRENEES;GERS;01/02/2003;NON;;;Musée Joseph Abeilhe;"Mairie de Marciac
19, Place de l'Hôtel de Ville";32230;MARCIAC;Site de la région : www.musees-midi-pyrenees.fr;43.524344;0.16097
MIDI-PYRENEES;GERS;01/02/2003;NON;;;Musée des Beaux-Arts et des Arts Décoratifs;13, rue de l'Evêché;32300;MIRANDE;site du département : www.gers-gascogne.com;43.515315;0.403452
MIDI-PYRENEES;HAUTE-GARONNE;01/02/2003;OUI;mai-14;;Musée de Préhistoire;Avenue de Benabarre;31420;AURIGNAC;www.musee-aurignacien.com;43.216167;0.88003
MIDI-PYRENEES;HAUTE-GARONNE;01/02/2003;NON;;;Musée du Pays de Luchon;18, Allée d'Etigny;31110;BAGNERES-DE-LUCHON;www.luchon.com ou www.mairies-luchon.fr -www.musees-midi-pyrenees.fr;42.78928;0.592262
MIDI-PYRENEES;HAUTE-GARONNE;01/02/2003;NON;2007;;Musée Municipal;Place Henri Dulion;31220;MARTRES-TOLOSANE;www.tourisme-martres-tolosane.fr;43.1989;1.010796
MIDI-PYRENEES;HAUTE-GARONNE;01/02/2003;OUI;Sans objet;;Musée Archéologique Départemental;Bâtiment de l'Ancienne Gendarmerie;31510;SAINT-BERTRAND-DE-COMMINGES;http://www.musees-midi-pyrenees.fr/musees/musee-archeologique-departemental;;
MIDI-PYRENEES;HAUTE-GARONNE;01/02/2003;OUI;Non déterminée;;Musée Municipal d'Art et d'Histoire;6, place de Mas Saint Pierre;31800;SAINT-GAUDENS;www.mairiestgaudens.fr;43.107637;0.725625
MIDI-PYRENEES;HAUTE-GARONNE;06/01/2002;NON;;;Musée des Augustins;21, rue de Metz;31000;TOULOUSE;www.augustins.org;43.600562;1.445904
MIDI-PYRENEES;HAUTE-GARONNE;01/02/2003;NON;08/05/1999;;Musée Saint-Raymond;Place Saint Sernin;31000;TOULOUSE;www.SaintRaymond.toulouse.fr;43.608498;1.442139
MIDI-PYRENEES;HAUTE-GARONNE;01/02/2003;OUI;Sans objet;;Musée des Transports et des Communications;93, avenue Jules Julien;31400;TOULOUSE;http://asptuit.free.fr;43.577035;1.450597
MIDI-PYRENEES;HAUTE-GARONNE;01/02/2003;NON;15-mai-08;;Musée du Vieux Toulouse;"Hôtel Dumay
7, Rue du May";31000;TOULOUSE;En projet;43.602262;1.443143
MIDI-PYRENEES;HAUTE-GARONNE;01/02/2003;NON;;;Musée Georges Labit;17, rue du Japon;31400;TOULOUSE;;43.589735;1.458081
MIDI-PYRENEES;HAUTE-GARONNE;01/02/2003;NON;;;Musée Paul Dupuy;13, Rue de la Pléau;31000;TOULOUSE;Site des musées de la région : www.musees-midi-pyrenees.fr/;43.596898;1.446935
MIDI-PYRENEES;HAUTE-GARONNE;01/02/2003;NON;juin-00;;Les Abattoirs, Musée d'Art Moderne et Contemporain;76, allées Charles-de-Fitte;31300;TOULOUSE;www.lesabattoirs.org;43.600678;1.428998
MIDI-PYRENEES;HAUTE-GARONNE;06/01/2002;NON;26-janv-08;;Muséum d'Histoire Naturelle;35, allées Jules Guesde;31000;TOULOUSE;www.museum.toulouse.fr;43.594236;1.449092
MIDI-PYRENEES;HAUTES-PYRENEES;01/02/2003;OUI;Indéterminée;;Musée Bigourdan du Vieux Moulin;Rue Hount-Blanque;65200;BAGNERES-DE-BIGORRE;;43.065592;0.15365
MIDI-PYRENEES;HAUTES-PYRENEES;01/02/2003;NON;;;Musée Salies;Place des Thermes;65200;BAGNERES-DE-BIGORRE;www.museesbagneres.fr/;43.062205;0.147936
MIDI-PYRENEES;HAUTES-PYRENEES;01/02/2003;NON;;;Muséum d'Histoire Naturelle;7, Place des Thermes de Salut;65200;BAGNERES-DE-BIGORRE;www.museesbagneres.fr/;43.062516;0.146987
MIDI-PYRENEES;HAUTES-PYRENEES;01/02/2003;NON;;;Musée Pyrénéen;Château fort;65100;LOURDES;www.chateaufort-lourdes.fr ou site de la ville - http://www.lourdes-visite.com/;43.095693;-0.048489
MIDI-PYRENEES;HAUTES-PYRENEES;01/02/2003;NON;;;Musée Municipal;Presbytère;65120;LUZ-SAINT-SAUVEUR;;42.865782;0.001324
MIDI-PYRENEES;HAUTES-PYRENEES;01/02/2003;NON;;;Musée-château Gaston Phébus;Château-Fort de Mauvezin;65130;MAUVEZIN;www.chateaudemauvezin.com;43.116342;0.278587
MIDI-PYRENEES;HAUTES-PYRENEES;06/10/2002;NON;18-avr-12;;Musée Massey;"Rue Achille Jubinal
Jardin Massey";65000;TARBES;www.musee-massey.com;;
MIDI-PYRENEES;LOT;01/02/2003;NON;;;Musée de Préhistoire de Cabrerets;"Centre de Préhistoire du Pech Merle
Mairie";46330;CABRERETS;www.pechmerle.com;;
MIDI-PYRENEES;LOT;01/02/2003;NON;avr-01;;Musée Henri Martin;792, Rue Emile Zola;46000;CAHORS;www.mairie-cahors.fr/musee;44.448506;1.438286
MIDI-PYRENEES;LOT;01/02/2003;OUI;Eté 2013;;Musée d'Histoire de Figeac;"Rue Victor Delbos
Cour du Puy";46100;FIGEAC;http://www.musee-champollion.fr/;44.610842;2.035622
MIDI-PYRENEES;LOT;01/02/2003;NON;28-juil-07;;Musée Champollion - Les Ecriture du Monde;4, Rue des Frères Champollion;46100;FIGEAC;www.musee-champollion.fr et site de la ville;44.609716;2.034747
MIDI-PYRENEES;LOT;01/02/2003;NON;;;Musée Murat;Place de Tolentino;46240;LABASTIDE MURAT;site de l'association des amis du musée;44.648438;1.568714
MIDI-PYRENEES;LOT;01/02/2003;NON;;;"Musée Archéologique ""Armand-Viré""";Rue de la Ville;46140;LUZECH;http://www.ville-luzech.fr/musee-archeologique-armand-vire-luzech;44.479699;1.285863
MIDI-PYRENEES;LOT;01/02/2003;NON;;;Musée Gallo-Romain d'Uxellodunum;"Palais de la Raymondie
Place des Consuls";46600;MARTEL;;;
MIDI-PYRENEES;LOT;01/02/2003;OUI;Indéterminée;;Musée d'Art Sacré;Parvis des Sanctuaires;46500;ROCAMADOUR;;;
MIDI-PYRENEES;LOT;01/02/2003;NON;;;Musée Départemental de Cuzals;;46330;SAULIAC-SUR-CELE;www.museeduquercy.com;44.506456;1.706642
MIDI-PYRENEES;LOT;01/02/2003;NON;;;Musée de l'Automate;Place de l'Abbaye;46200;SOUILLAC;www.musee-automate.fr;44.894537;1.468386
MIDI-PYRENEES;LOT;01/02/2003;NON;;;Musée Municipal;Mairie;46110;VAYRAC;http://www.vayrac.fr/uxellodunum.php?lg=fr;44.942216;1.708576
MIDI-PYRENEES;TARN;01/02/2003;NON;02-avr-12;;Musée Toulouse Lautrec;"Palais de la Berbie
B.P. 100";81003;ALBI Cedex;www.museetoulouselautrec.net;;
MIDI-PYRENEES;TARN;01/02/2003;NON;;;Musée Eugénie et Maurice Guérin;Château de Cayla;81140;ANDILLAC;http://musee-cayla.tarn.fr/;44.009953;1.899242
MIDI-PYRENEES;TARN;06/01/2002;NON;;;Musée Jean Jaurès;2, Place Pélisson;81100;CASTRES;www.ville-castres.fr ou www.musees-midi-pyrenees.fr/musees/centre-national-et-musee-jean-jaures/;43.607135;2.240474
MIDI-PYRENEES;TARN;06/01/2002;NON;;;Musée Goya;"Hôtel de Ville
B.P. 10406";81108;CASTRES Cedex;www.ville-castres.fr;;
MIDI-PYRENEES;TARN;01/02/2003;OUI;;;Musée Charles Portal - Histoire et Patrimoine;"Porte des Ormeaux
1, Rue Saint-Michel";81170;CORDES-SUR-CIEL; http://musee-charles-portal.asso-web.com;44.063752;1.94934
MIDI-PYRENEES;TARN;01/02/2003;NON;9 août 2010;;Musée du protestantisme en Haut-Languedoc;"""La Ramade""";81260;FERRIERES;www.mpehl.org et www.musees-midi-pyrenees.fr;43.661945;2.448171
MIDI-PYRENEES;TARN;01/02/2003;NON;;;Musée de l'Abbaye Saint-Michel;Place Saint-Michel;81600;GAILLAC;site de la ville;43.897879;1.895779
MIDI-PYRENEES;TARN;01/02/2003;NON;;;Muséum d'histoire naturelle Philadelphe Thomas;Place Philadelphe Thomas;81600;GAILLAC;Site de la ville :  www.ville-gaillac.fr;43.89944;1.894093
MIDI-PYRENEES;TARN;01/02/2003;NON;;;Musée des Beaux-Arts;Avenue Dom-Vayssette;81600;GAILLAC;Site de la ville www.ville-gaillac.fr;43.894259;1.90185
MIDI-PYRENEES;TARN;01/02/2003;NON; 12 juillet 2008;;Musée Départemental du Textile;Rue de la Rive;81270;LA-BASTIDE-ROUAIROUX;http://musee-textile.tarn.fr;43.476806;2.638362
MIDI-PYRENEES;TARN;01/02/2003;OUI;Non prévue;;Musée du Pays Vaurais;1, rue Jouxaygues;81500;LAVAUR Cedex;www.musees-midi-pyrenees.fr/musees/musee-du-pays-vaurais;43.698317;1.82076
MIDI-PYRENEES;TARN;01/02/2003;NON;;;Musée Raymond Lafage;10, Rue Victor Mazies;81310;LISLE-SUR-TARN;www.ville-lisle-sur-tarn.fr - http://musee.lislesurtarn.over-blog.fr/;43.852891;1.811372
MIDI-PYRENEES;TARN;01/02/2003;NON;1986;;Musée du Pays Rabastinois;"Mairie de Rabastens
2, Rue Amédée Clausade";81800;RABASTENS;Site de la région : www.musees-midi-pyrenees.fr/musees/musee-du-pays-rabastinois;43.820412;1.724788
MIDI-PYRENEES;TARN-ET-GARONNE;01/02/2003;NON;;;Musée du Vieil Auvillar;"Mairie
Place de la Halle";82340;AUVILLAR;www.auvillar.com;44.070483;0.899587
MIDI-PYRENEES;TARN-ET-GARONNE;01/02/2003;NON;;;Musée Théodore Calbet;15, Rue Jean de Comère;82170;GRISOLLES;www.museecalbet.com;43.827651;1.294738
MIDI-PYRENEES;TARN-ET-GARONNE;01/02/2003;OUI;;;Musée des arts et traditions populaires;4, Rue de l'Abbaye;82200;MOISSAC;;44.105697;1.085296
MIDI-PYRENEES;TARN-ET-GARONNE;01/02/2003;NON;;;Musée d'Histoire Naturelle Victor Brun;2, Place Antoine Bourdelle;82000;MONTAUBAN;www.museum.montauban.com/;44.017099;1.351385
MIDI-PYRENEES;TARN-ET-GARONNE;06/01/2002;NON;;;Musée Ingres;BP 752;82013;MONTAUBAN Cedex;www.montauban.com;48.832951;2.296328
MIDI-PYRENEES;TARN-ET-GARONNE;01/02/2003;OUI;;;Musée de Préhistoire;"Hôtel de Ville
Place de la Mairie";82140;SAINT-ANTONIN-NOBLE-VAL;Site de la ville : www.saint-antonin-noble-val.com;44.150801;1.755919
NORD-PAS-DE-CALAIS;NORD;01/02/2003;OUI;;;Musée Théophile Jouglet;215, Avenue Anatole-France;59410;ANZIN;site de la ville ou www.mediatheque-anzin.fr;50.372495;3.501834
NORD-PAS-DE-CALAIS;NORD;01/02/2003;OUI;Pas d'infos;;Musée d'Histoire et d'Archéologie;BP 90;59440;AVESNES-SUR-HELPE;http://www.annuaire-mairie.fr/musee-de-la-societe-archeologique-d-avesnes-sur-helpe.html#musee;50.121812;3.92658
NORD-PAS-DE-CALAIS;NORD;01/02/2003;NON;;;Musée Benoît de Puydt;24, Rue du Musée;59270;BAILLEUL;Site de la ville;50.740715;2.734399
NORD-PAS-DE-CALAIS;NORD;01/02/2003;NON;;;Forum Antique de Bavay, Musée Archéologique du Département du Nord;Allée Chanoine Henri Biévelet;59570;BAVAY;http://forumantique.lenord.fr/fr/Accueil.aspx;;
NORD-PAS-DE-CALAIS;NORD;01/02/2003;NON;;;Musée du Mont-de-Piété;1, Rue du Mont-de-Piété;59380;BERGUES;www.musee-bergues.fr;50.969087;2.430391
NORD-PAS-DE-CALAIS;NORD;01/02/2003;NON;;;Musée de l'Ostrevant;192, rue Edouard Lalo;59111;BOUCHAIN;http://museedostrevant.canalblog.com/;50.284651;3.311321
NORD-PAS-DE-CALAIS;NORD;01/02/2003;NON;1994;;Musée Municipal de Cambrai;15, Rue de l'Epée;59400;CAMBRAI;www.villedecambrai.com/culture/musee.html;50.17347;3.229635
NORD-PAS-DE-CALAIS;NORD;01/02/2003;OUI;Pas de projet;;Musée Diocésain d'Art Sacré;"Service de la conservation du patrimoine culturel
11, Rue du Grand Séminaire - CS 80149";59403;CAMBRAI Cedex;www.liturgiecatholique.fr/Musee-diocesain-d-Art-Sacre-du.html ou http://archives.cathocambrai.com/;50.17298;3.231369
NORD-PAS-DE-CALAIS;NORD;01/02/2003;NON;23-oct-10;;Musée Départemental de Flandre;"26 Grand Place 
B.P. 38";59670;CASSEL;http://museedeflandre.lenord.fr/fr/Accueil.aspx;;
NORD-PAS-DE-CALAIS;NORD;01/02/2003;NON;;;Musée d'Archéologie et d'Histoire Locale;9, Place Wilson;59220;DENAIN;Site de la ville - www.ville-denain.fr;50.327328;3.400252
NORD-PAS-DE-CALAIS;NORD;01/02/2003;NON;;;Musée de la Chartreuse;130, Rue des Chartreux;59500;DOUAI;www.museedelachartreuse.fr;50.374404;3.07548
NORD-PAS-DE-CALAIS;NORD;01/02/2003;NON;24-juin-05;;Lieu d'Art et Action Contemporaine de Dunkerque - LAAC;"Jardin des Sculptures
Avenue de Bains";59140;DUNKERQUE;http://www.muséesdunkerque.wb.st;;
NORD-PAS-DE-CALAIS;NORD;01/02/2003;NON;;;Musée Portuaire;"Entrepôt des Tabacs
9, Quai de la Citadelle";59140;DUNKERQUE;www.museeportuaire.fr;51.037914;2.372174
NORD-PAS-DE-CALAIS;NORD;01/02/2003;NON;;;Musée des Beaux-Arts;"Place du Général de Gaulle
B.P. 4212";59378;DUNKERQUE CEDEX;http://www.musenor.com/gm/dunker1.htm;;
NORD-PAS-DE-CALAIS;NORD;01/02/2003;NON;;;Musée Municipal d'Escaudain;Rue Paul Bert;59124;ESCAUDAIN;http//clec.free.fr;50.327774;3.34373
NORD-PAS-DE-CALAIS;NORD;01/02/2003;NON;;;Ecomusée de la Région;"Place Maria Blondeau
B.P. 65";59612;FOURMIES CEDEX;www.ecomusee-avesnois.fr;;
NORD-PAS-DE-CALAIS;NORD;01/02/2003;NON;;;Musée du Dessin et de l'Estampe Originale;"Château Arsenal
Place Charles Valentin";59820;GRAVELINES;www.ville-gravelines.fr;50.988054;2.128816
NORD-PAS-DE-CALAIS;NORD;01/02/2003;NON;;;Musée Municipal d'Hazebrouck;"Ancien Couvent des Augustins
Place Georges Degroote";59190;HAZEBROUCK;site de la ville;;
NORD-PAS-DE-CALAIS;NORD;01/02/2003;NON;février 2002;;Musée Départemental Matisse;Palais Fénelon;59360;LE CATEAU-CAMBRESIS;www.cg59.fr ou www.tourisme-lecateau.fr/museematisse;50.103244;3.537306
NORD-PAS-DE-CALAIS;NORD;01/02/2003;NON;;;Musée de la Mine - Centre Historique Minier;"Fosse Delloye
B.P. 39";59287;LEWARDE;www.chm-lewarde.com;;
NORD-PAS-DE-CALAIS;NORD;01/02/2003;NON;;;Musée d'Histoire Naturelle et de Géologie;19, rue de Bruxelles;59000;LILLE;www.mairie-lille.fr;50.626639;3.066546
NORD-PAS-DE-CALAIS;NORD;01/02/2003;NON;;;Musée de l'Hospice Comtesse;32, Rue de la Monnaie;59800;LILLE;www.mairie-lille.fr ou http://www.pba-lille.fr/spip.php?article167;50.641054;3.06294
NORD-PAS-DE-CALAIS;NORD;06/01/2002;NON;juin-97;;Palais des Beaux-Arts de Lille;18, bis rue de Valmy;59000;LILLE;www.pba-lille.fr ou site de la mairie http://www.mairie-lille.fr;50.630545;3.064941
NORD-PAS-DE-CALAIS;NORD;01/02/2003;NON;;;Musée d'Histoire Locale de Marchiennes;Rue Corbineau;59870;MARCHIENNES;www.officedetourismemarchiennes.fr;50.407479;3.281263
NORD-PAS-DE-CALAIS;NORD;01/02/2003;OUI;non prévue;;Musée Henri Boez;"Hôtel de ville
BP 269";59607;MAUBEUGE Cedex;www.musenor.com;50.623845;3.071417
NORD-PAS-DE-CALAIS;NORD;01/02/2003;NON;2001;;La Piscine - Musée d'Art et d'Industrie André Diligent;24, rue des Champs;59100;ROUBAIX;www.roubaix-lapiscine.com;50.692479;3.166607
NORD-PAS-DE-CALAIS;NORD;01/02/2003;NON;;;Musée Municipal;"Tour Abbatiale
Grand- Place";59230;SAINT-AMAND-LES-EAUX;Site de la ville;50.448798;3.427859
NORD-PAS-DE-CALAIS;NORD;01/02/2003;NON;;;Musée-Atelier du Verre;"1, Rue du général de Gaulle
B.P. 2";59216;SARS-POTERIES;site du département - www.nordmag.com;47.52711;-2.769245
NORD-PAS-DE-CALAIS;NORD;01/02/2003;NON;;;MUba Eugène Leroy/Tourcoing;2, Rue Paul Doumer;59200;TOURCOING;www.muba-tourcoing.fr/;50.724554;3.162819
NORD-PAS-DE-CALAIS;NORD;06/01/2002;NON;1995;;Musée des Beaux-Arts;Boulevard Watteau;59300;VALENCIENNES;www.valenciennes.fr(culture/musee);50.35607;3.530995
NORD-PAS-DE-CALAIS;NORD;01/02/2003;NON;Automne 2009;;LAM - Lille Métropole Musée d'Art Moderne d'Art Contemporain et d'Art Brut;1, Allée du Musée;59650;VILLENEUVE-D'ASCQ;www.musee-lam.fr;50.637497;3.148587
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;06/01/2002;NON;;;Musée des Beaux-Arts;"Ancienne Abbaye Saint-Vaast
22, Rue Paul Doumer";62000;ARRAS;www.musenor.org ou www.arras.fr/culture/musee-des-beaux-arts.html;50.291624;2.77326
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;05/04/2002;NON;24-mars-02;;Musée Communautaire Opale-Sud;60, Rue de l'Impératrice;62600;BERCK-SUR-MER;www.opale-sud.com;50.405092;1.567687
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;01/02/2003;OUI;?;;Musée Régional d'Ethnologie;211, avenue Kennedy;62400;BETHUNE;Site de la ville;50.536456;2.648235
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;01/02/2003;NON;17-mai-05;;Château-Musée de Boulogne-Sur-Mer;Rue de Bernet;62200;BOULOGNE-SUR-MER;www.ville-boulogne-sur-mer.fr/château-musee ou  musenor;50.72557;1.616458
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;01/02/2003;OUI;?;;Muséum d'Histoire Naturelle;115, Boulevard Eurvin;62317;BOULOGNE-SUR-MER;;50.723398;1.615809
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;01/02/2003;NON;;;Musée des Beaux-Arts et de la Dentelle;25, rue Richelieu;62100;CALAIS;www.musee.calais.fr;50.956724;1.851871
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;01/02/2003;NON;12-oct-12;;Musée de la Céramique;"Rue Jean Macé
B.P. 107";62240;DESVRES;www.musee-ceramique-desvres.com;;
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;01/02/2003;NON;;;Musée Quentovic;8, Place du Général de Gaulle;62630;ETAPLES-SUR-MER;www.musee-quentovic.fr/;50.513895;1.637621
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;01/02/2003;NON;;;Musée d'Histoire et d'Archéologie;50, rue André Deprez;62440;HARNES;Site de la ville : www.ville-harnes.fr/Patrimoine;50.447577;2.91073
